  Time(hour)	          OC	         NO3	         NO2	         Fe2	         SO4	    Fe(OH)3a	      CH4tot	      CO2tot	       N2tot	       O2tot	      H2Stot	      NaRbio	      FeRbio	      SRAbio	     Methbio	          pH	         fpH	
  6.2641e+03	  2.6295e-03	  0.0000e+00	  2.2317e-07	  9.3451e-04	  1.9262e-03	  4.8623e-03	  1.4211e-05	  1.4217e-02	  5.4326e-03	  0.0000e+00	  5.0305e-06	  1.1238e-03	  5.2978e-05	  8.1485e-05	  4.3967e-05	  7.4236e+00	  9.5114e-01	
  6.2665e+03	  2.6289e-03	  0.0000e+00	  2.2220e-07	  9.3486e-04	  1.9258e-03	  4.8619e-03	  1.4266e-05	  1.4218e-02	  5.4326e-03	  0.0000e+00	  5.0297e-06	  1.1238e-03	  5.2998e-05	  8.1504e-05	  4.3982e-05	  7.4236e+00	  9.5113e-01	
  6.2689e+03	  2.6284e-03	  0.0000e+00	  2.2125e-07	  9.3521e-04	  1.9255e-03	  4.8615e-03	  1.4322e-05	  1.4219e-02	  5.4326e-03	  0.0000e+00	  5.0289e-06	  1.1238e-03	  5.3017e-05	  8.1522e-05	  4.3997e-05	  7.4237e+00	  9.5112e-01	
  6.2713e+03	  2.6278e-03	  0.0000e+00	  2.2029e-07	  9.3556e-04	  1.9251e-03	  4.8611e-03	  1.4377e-05	  1.4220e-02	  5.4326e-03	  0.0000e+00	  5.0280e-06	  1.1238e-03	  5.3037e-05	  8.1541e-05	  4.4012e-05	  7.4237e+00	  9.5111e-01	
  6.2737e+03	  2.6272e-03	  0.0000e+00	  2.1934e-07	  9.3591e-04	  1.9247e-03	  4.8607e-03	  1.4433e-05	  1.4221e-02	  5.4326e-03	  0.0000e+00	  5.0272e-06	  1.1238e-03	  5.3057e-05	  8.1560e-05	  4.4027e-05	  7.4238e+00	  9.5110e-01	
  6.2761e+03	  2.6267e-03	  0.0000e+00	  2.1840e-07	  9.3626e-04	  1.9243e-03	  4.8603e-03	  1.4489e-05	  1.4222e-02	  5.4326e-03	  0.0000e+00	  5.0264e-06	  1.1238e-03	  5.3077e-05	  8.1578e-05	  4.4042e-05	  7.4238e+00	  9.5110e-01	
  6.2785e+03	  2.6261e-03	  0.0000e+00	  2.1746e-07	  9.3661e-04	  1.9239e-03	  4.8599e-03	  1.4545e-05	  1.4223e-02	  5.4326e-03	  0.0000e+00	  5.0256e-06	  1.1239e-03	  5.3097e-05	  8.1597e-05	  4.4057e-05	  7.4239e+00	  9.5109e-01	
  6.2809e+03	  2.6255e-03	  0.0000e+00	  2.1652e-07	  9.3696e-04	  1.9235e-03	  4.8595e-03	  1.4602e-05	  1.4224e-02	  5.4326e-03	  0.0000e+00	  5.0248e-06	  1.1239e-03	  5.3117e-05	  8.1616e-05	  4.4072e-05	  7.4239e+00	  9.5108e-01	
  6.2833e+03	  2.6249e-03	  0.0000e+00	  2.1559e-07	  9.3731e-04	  1.9231e-03	  4.8590e-03	  1.4658e-05	  1.4224e-02	  5.4326e-03	  0.0000e+00	  5.0240e-06	  1.1239e-03	  5.3136e-05	  8.1634e-05	  4.4087e-05	  7.4240e+00	  9.5107e-01	
  6.2857e+03	  2.6244e-03	  0.0000e+00	  2.1466e-07	  9.3766e-04	  1.9227e-03	  4.8586e-03	  1.4715e-05	  1.4225e-02	  5.4326e-03	  0.0000e+00	  5.0232e-06	  1.1239e-03	  5.3156e-05	  8.1653e-05	  4.4102e-05	  7.4241e+00	  9.5106e-01	
  6.2881e+03	  2.6238e-03	  0.0000e+00	  2.1373e-07	  9.3801e-04	  1.9223e-03	  4.8582e-03	  1.4772e-05	  1.4226e-02	  5.4326e-03	  0.0000e+00	  5.0224e-06	  1.1239e-03	  5.3176e-05	  8.1672e-05	  4.4117e-05	  7.4241e+00	  9.5105e-01	
  6.2906e+03	  2.6232e-03	  0.0000e+00	  2.1282e-07	  9.3836e-04	  1.9219e-03	  4.8578e-03	  1.4829e-05	  1.4227e-02	  5.4326e-03	  0.0000e+00	  5.0215e-06	  1.1239e-03	  5.3196e-05	  8.1691e-05	  4.4132e-05	  7.4242e+00	  9.5104e-01	
  6.2930e+03	  2.6227e-03	  0.0000e+00	  2.1190e-07	  9.3871e-04	  1.9215e-03	  4.8574e-03	  1.4886e-05	  1.4228e-02	  5.4326e-03	  0.0000e+00	  5.0207e-06	  1.1239e-03	  5.3216e-05	  8.1709e-05	  4.4147e-05	  7.4242e+00	  9.5103e-01	
  6.2954e+03	  2.6221e-03	  0.0000e+00	  2.1099e-07	  9.3906e-04	  1.9211e-03	  4.8570e-03	  1.4943e-05	  1.4229e-02	  5.4326e-03	  0.0000e+00	  5.0199e-06	  1.1239e-03	  5.3236e-05	  8.1728e-05	  4.4162e-05	  7.4243e+00	  9.5103e-01	
  6.2978e+03	  2.6215e-03	  0.0000e+00	  2.1008e-07	  9.3941e-04	  1.9207e-03	  4.8566e-03	  1.5001e-05	  1.4230e-02	  5.4326e-03	  0.0000e+00	  5.0191e-06	  1.1239e-03	  5.3256e-05	  8.1747e-05	  4.4177e-05	  7.4243e+00	  9.5102e-01	
  6.3002e+03	  2.6209e-03	  0.0000e+00	  2.0918e-07	  9.3976e-04	  1.9203e-03	  4.8562e-03	  1.5059e-05	  1.4231e-02	  5.4326e-03	  0.0000e+00	  5.0183e-06	  1.1239e-03	  5.3276e-05	  8.1765e-05	  4.4192e-05	  7.4244e+00	  9.5101e-01	
  6.3026e+03	  2.6204e-03	  0.0000e+00	  2.0828e-07	  9.4011e-04	  1.9199e-03	  4.8558e-03	  1.5117e-05	  1.4232e-02	  5.4326e-03	  0.0000e+00	  5.0175e-06	  1.1239e-03	  5.3295e-05	  8.1784e-05	  4.4207e-05	  7.4244e+00	  9.5100e-01	
  6.3050e+03	  2.6198e-03	  0.0000e+00	  2.0738e-07	  9.4046e-04	  1.9195e-03	  4.8554e-03	  1.5175e-05	  1.4233e-02	  5.4326e-03	  0.0000e+00	  5.0167e-06	  1.1239e-03	  5.3315e-05	  8.1803e-05	  4.4223e-05	  7.4245e+00	  9.5099e-01	
  6.3074e+03	  2.6192e-03	  0.0000e+00	  2.0649e-07	  9.4081e-04	  1.9191e-03	  4.8550e-03	  1.5233e-05	  1.4234e-02	  5.4326e-03	  0.0000e+00	  5.0159e-06	  1.1239e-03	  5.3335e-05	  8.1822e-05	  4.4238e-05	  7.4245e+00	  9.5098e-01	
  6.3098e+03	  2.6187e-03	  0.0000e+00	  2.0560e-07	  9.4115e-04	  1.9187e-03	  4.8546e-03	  1.5291e-05	  1.4235e-02	  5.4326e-03	  0.0000e+00	  5.0151e-06	  1.1239e-03	  5.3355e-05	  8.1840e-05	  4.4253e-05	  7.4246e+00	  9.5097e-01	
  6.3122e+03	  2.6181e-03	  0.0000e+00	  2.0472e-07	  9.4150e-04	  1.9183e-03	  4.8542e-03	  1.5350e-05	  1.4236e-02	  5.4326e-03	  0.0000e+00	  5.0144e-06	  1.1239e-03	  5.3375e-05	  8.1859e-05	  4.4268e-05	  7.4246e+00	  9.5097e-01	
  6.3146e+03	  2.6175e-03	  0.0000e+00	  2.0384e-07	  9.4185e-04	  1.9179e-03	  4.8538e-03	  1.5409e-05	  1.4237e-02	  5.4326e-03	  0.0000e+00	  5.0136e-06	  1.1239e-03	  5.3395e-05	  8.1878e-05	  4.4283e-05	  7.4247e+00	  9.5096e-01	
  6.3170e+03	  2.6169e-03	  0.0000e+00	  2.0297e-07	  9.4220e-04	  1.9175e-03	  4.8534e-03	  1.5468e-05	  1.4238e-02	  5.4326e-03	  0.0000e+00	  5.0128e-06	  1.1239e-03	  5.3415e-05	  8.1896e-05	  4.4298e-05	  7.4248e+00	  9.5095e-01	
  6.3194e+03	  2.6164e-03	  0.0000e+00	  2.0210e-07	  9.4255e-04	  1.9171e-03	  4.8530e-03	  1.5527e-05	  1.4239e-02	  5.4326e-03	  0.0000e+00	  5.0120e-06	  1.1239e-03	  5.3435e-05	  8.1915e-05	  4.4313e-05	  7.4248e+00	  9.5094e-01	
  6.3219e+03	  2.6158e-03	  0.0000e+00	  2.0123e-07	  9.4290e-04	  1.9167e-03	  4.8526e-03	  1.5586e-05	  1.4240e-02	  5.4326e-03	  0.0000e+00	  5.0112e-06	  1.1239e-03	  5.3455e-05	  8.1934e-05	  4.4328e-05	  7.4249e+00	  9.5093e-01	
  6.3243e+03	  2.6152e-03	  0.0000e+00	  2.0037e-07	  9.4325e-04	  1.9164e-03	  4.8522e-03	  1.5646e-05	  1.4241e-02	  5.4326e-03	  0.0000e+00	  5.0104e-06	  1.1239e-03	  5.3475e-05	  8.1952e-05	  4.4343e-05	  7.4249e+00	  9.5092e-01	
  6.3267e+03	  2.6146e-03	  0.0000e+00	  1.9951e-07	  9.4359e-04	  1.9160e-03	  4.8518e-03	  1.5705e-05	  1.4242e-02	  5.4326e-03	  0.0000e+00	  5.0096e-06	  1.1239e-03	  5.3495e-05	  8.1971e-05	  4.4359e-05	  7.4250e+00	  9.5091e-01	
  6.3291e+03	  2.6141e-03	  0.0000e+00	  1.9865e-07	  9.4394e-04	  1.9156e-03	  4.8514e-03	  1.5765e-05	  1.4243e-02	  5.4326e-03	  0.0000e+00	  5.0089e-06	  1.1239e-03	  5.3515e-05	  8.1990e-05	  4.4374e-05	  7.4250e+00	  9.5091e-01	
  6.3315e+03	  2.6135e-03	  0.0000e+00	  1.9780e-07	  9.4429e-04	  1.9152e-03	  4.8510e-03	  1.5825e-05	  1.4244e-02	  5.4326e-03	  0.0000e+00	  5.0081e-06	  1.1239e-03	  5.3535e-05	  8.2008e-05	  4.4389e-05	  7.4251e+00	  9.5090e-01	
  6.3339e+03	  2.6129e-03	  0.0000e+00	  1.9695e-07	  9.4464e-04	  1.9148e-03	  4.8506e-03	  1.5885e-05	  1.4245e-02	  5.4326e-03	  0.0000e+00	  5.0073e-06	  1.1239e-03	  5.3555e-05	  8.2027e-05	  4.4404e-05	  7.4251e+00	  9.5089e-01	
  6.3363e+03	  2.6124e-03	  0.0000e+00	  1.9611e-07	  9.4499e-04	  1.9144e-03	  4.8501e-03	  1.5946e-05	  1.4246e-02	  5.4326e-03	  0.0000e+00	  5.0065e-06	  1.1239e-03	  5.3575e-05	  8.2046e-05	  4.4419e-05	  7.4252e+00	  9.5088e-01	
  6.3387e+03	  2.6118e-03	  0.0000e+00	  1.9527e-07	  9.4533e-04	  1.9140e-03	  4.8497e-03	  1.6006e-05	  1.4247e-02	  5.4326e-03	  0.0000e+00	  5.0057e-06	  1.1239e-03	  5.3595e-05	  8.2064e-05	  4.4434e-05	  7.4252e+00	  9.5087e-01	
  6.3411e+03	  2.6112e-03	  0.0000e+00	  1.9443e-07	  9.4568e-04	  1.9136e-03	  4.8493e-03	  1.6067e-05	  1.4248e-02	  5.4326e-03	  0.0000e+00	  5.0050e-06	  1.1239e-03	  5.3615e-05	  8.2083e-05	  4.4450e-05	  7.4253e+00	  9.5086e-01	
  6.3435e+03	  2.6106e-03	  0.0000e+00	  1.9360e-07	  9.4603e-04	  1.9132e-03	  4.8489e-03	  1.6128e-05	  1.4249e-02	  5.4326e-03	  0.0000e+00	  5.0042e-06	  1.1239e-03	  5.3635e-05	  8.2102e-05	  4.4465e-05	  7.4253e+00	  9.5085e-01	
  6.3459e+03	  2.6101e-03	  0.0000e+00	  1.9277e-07	  9.4638e-04	  1.9128e-03	  4.8485e-03	  1.6189e-05	  1.4250e-02	  5.4326e-03	  0.0000e+00	  5.0034e-06	  1.1239e-03	  5.3655e-05	  8.2121e-05	  4.4480e-05	  7.4254e+00	  9.5085e-01	
  6.3483e+03	  2.6095e-03	  0.0000e+00	  1.9194e-07	  9.4672e-04	  1.9124e-03	  4.8481e-03	  1.6250e-05	  1.4251e-02	  5.4326e-03	  0.0000e+00	  5.0027e-06	  1.1239e-03	  5.3675e-05	  8.2139e-05	  4.4495e-05	  7.4254e+00	  9.5084e-01	
  6.3507e+03	  2.6089e-03	  0.0000e+00	  1.9112e-07	  9.4707e-04	  1.9120e-03	  4.8477e-03	  1.6312e-05	  1.4252e-02	  5.4326e-03	  0.0000e+00	  5.0019e-06	  1.1239e-03	  5.3695e-05	  8.2158e-05	  4.4510e-05	  7.4255e+00	  9.5083e-01	
  6.3531e+03	  2.6083e-03	  0.0000e+00	  1.9030e-07	  9.4742e-04	  1.9116e-03	  4.8473e-03	  1.6373e-05	  1.4253e-02	  5.4326e-03	  0.0000e+00	  5.0011e-06	  1.1239e-03	  5.3715e-05	  8.2177e-05	  4.4526e-05	  7.4255e+00	  9.5082e-01	
  6.3556e+03	  2.6078e-03	  0.0000e+00	  1.8949e-07	  9.4777e-04	  1.9112e-03	  4.8469e-03	  1.6435e-05	  1.4254e-02	  5.4326e-03	  0.0000e+00	  5.0004e-06	  1.1239e-03	  5.3735e-05	  8.2195e-05	  4.4541e-05	  7.4256e+00	  9.5081e-01	
  6.3580e+03	  2.6072e-03	  0.0000e+00	  1.8868e-07	  9.4811e-04	  1.9108e-03	  4.8465e-03	  1.6497e-05	  1.4255e-02	  5.4326e-03	  0.0000e+00	  4.9996e-06	  1.1239e-03	  5.3755e-05	  8.2214e-05	  4.4556e-05	  7.4257e+00	  9.5080e-01	
  6.3604e+03	  2.6066e-03	  0.0000e+00	  1.8787e-07	  9.4846e-04	  1.9104e-03	  4.8461e-03	  1.6559e-05	  1.4256e-02	  5.4326e-03	  0.0000e+00	  4.9988e-06	  1.1240e-03	  5.3775e-05	  8.2233e-05	  4.4571e-05	  7.4257e+00	  9.5080e-01	
  6.3628e+03	  2.6060e-03	  0.0000e+00	  1.8707e-07	  9.4881e-04	  1.9100e-03	  4.8457e-03	  1.6622e-05	  1.4257e-02	  5.4326e-03	  0.0000e+00	  4.9981e-06	  1.1240e-03	  5.3795e-05	  8.2251e-05	  4.4587e-05	  7.4258e+00	  9.5079e-01	
  6.3652e+03	  2.6055e-03	  0.0000e+00	  1.8627e-07	  9.4915e-04	  1.9096e-03	  4.8453e-03	  1.6684e-05	  1.4258e-02	  5.4326e-03	  0.0000e+00	  4.9973e-06	  1.1240e-03	  5.3815e-05	  8.2270e-05	  4.4602e-05	  7.4258e+00	  9.5078e-01	
  6.3676e+03	  2.6049e-03	  0.0000e+00	  1.8547e-07	  9.4950e-04	  1.9092e-03	  4.8449e-03	  1.6747e-05	  1.4259e-02	  5.4326e-03	  0.0000e+00	  4.9966e-06	  1.1240e-03	  5.3835e-05	  8.2289e-05	  4.4617e-05	  7.4259e+00	  9.5077e-01	
  6.3700e+03	  2.6043e-03	  0.0000e+00	  1.8468e-07	  9.4985e-04	  1.9088e-03	  4.8445e-03	  1.6810e-05	  1.4260e-02	  5.4326e-03	  0.0000e+00	  4.9958e-06	  1.1240e-03	  5.3855e-05	  8.2307e-05	  4.4633e-05	  7.4259e+00	  9.5076e-01	
  6.3724e+03	  2.6037e-03	  0.0000e+00	  1.8389e-07	  9.5019e-04	  1.9085e-03	  4.8441e-03	  1.6873e-05	  1.4260e-02	  5.4326e-03	  0.0000e+00	  4.9950e-06	  1.1240e-03	  5.3875e-05	  8.2326e-05	  4.4648e-05	  7.4260e+00	  9.5075e-01	
  6.3748e+03	  2.6032e-03	  0.0000e+00	  1.8311e-07	  9.5054e-04	  1.9081e-03	  4.8437e-03	  1.6936e-05	  1.4261e-02	  5.4326e-03	  0.0000e+00	  4.9943e-06	  1.1240e-03	  5.3895e-05	  8.2345e-05	  4.4663e-05	  7.4260e+00	  9.5075e-01	
  6.3772e+03	  2.6026e-03	  0.0000e+00	  1.8233e-07	  9.5089e-04	  1.9077e-03	  4.8433e-03	  1.7000e-05	  1.4262e-02	  5.4326e-03	  0.0000e+00	  4.9935e-06	  1.1240e-03	  5.3915e-05	  8.2363e-05	  4.4678e-05	  7.4261e+00	  9.5074e-01	
  6.3796e+03	  2.6020e-03	  0.0000e+00	  1.8155e-07	  9.5123e-04	  1.9073e-03	  4.8429e-03	  1.7063e-05	  1.4263e-02	  5.4326e-03	  0.0000e+00	  4.9928e-06	  1.1240e-03	  5.3936e-05	  8.2382e-05	  4.4694e-05	  7.4261e+00	  9.5073e-01	
  6.3820e+03	  2.6014e-03	  0.0000e+00	  1.8077e-07	  9.5158e-04	  1.9069e-03	  4.8425e-03	  1.7127e-05	  1.4264e-02	  5.4326e-03	  0.0000e+00	  4.9920e-06	  1.1240e-03	  5.3956e-05	  8.2401e-05	  4.4709e-05	  7.4262e+00	  9.5072e-01	
  6.3844e+03	  2.6008e-03	  0.0000e+00	  1.8000e-07	  9.5193e-04	  1.9065e-03	  4.8421e-03	  1.7191e-05	  1.4265e-02	  5.4326e-03	  0.0000e+00	  4.9913e-06	  1.1240e-03	  5.3976e-05	  8.2419e-05	  4.4724e-05	  7.4262e+00	  9.5071e-01	
  6.3869e+03	  2.6003e-03	  0.0000e+00	  1.7923e-07	  9.5227e-04	  1.9061e-03	  4.8417e-03	  1.7255e-05	  1.4266e-02	  5.4326e-03	  0.0000e+00	  4.9906e-06	  1.1240e-03	  5.3996e-05	  8.2438e-05	  4.4740e-05	  7.4263e+00	  9.5070e-01	
  6.3893e+03	  2.5997e-03	  0.0000e+00	  1.7847e-07	  9.5262e-04	  1.9057e-03	  4.8413e-03	  1.7319e-05	  1.4267e-02	  5.4326e-03	  0.0000e+00	  4.9898e-06	  1.1240e-03	  5.4016e-05	  8.2457e-05	  4.4755e-05	  7.4263e+00	  9.5070e-01	
  6.3917e+03	  2.5991e-03	  0.0000e+00	  1.7771e-07	  9.5297e-04	  1.9053e-03	  4.8409e-03	  1.7384e-05	  1.4268e-02	  5.4326e-03	  0.0000e+00	  4.9891e-06	  1.1240e-03	  5.4036e-05	  8.2475e-05	  4.4770e-05	  7.4264e+00	  9.5069e-01	
  6.3941e+03	  2.5985e-03	  0.0000e+00	  1.7695e-07	  9.5331e-04	  1.9049e-03	  4.8405e-03	  1.7449e-05	  1.4269e-02	  5.4326e-03	  0.0000e+00	  4.9883e-06	  1.1240e-03	  5.4056e-05	  8.2494e-05	  4.4786e-05	  7.4264e+00	  9.5068e-01	
  6.3965e+03	  2.5980e-03	  0.0000e+00	  1.7620e-07	  9.5366e-04	  1.9045e-03	  4.8401e-03	  1.7514e-05	  1.4270e-02	  5.4326e-03	  0.0000e+00	  4.9876e-06	  1.1240e-03	  5.4076e-05	  8.2513e-05	  4.4801e-05	  7.4265e+00	  9.5067e-01	
  6.3989e+03	  2.5974e-03	  0.0000e+00	  1.7545e-07	  9.5400e-04	  1.9041e-03	  4.8397e-03	  1.7579e-05	  1.4271e-02	  5.4326e-03	  0.0000e+00	  4.9869e-06	  1.1240e-03	  5.4097e-05	  8.2531e-05	  4.4817e-05	  7.4265e+00	  9.5066e-01	
  6.4013e+03	  2.5968e-03	  0.0000e+00	  1.7470e-07	  9.5435e-04	  1.9037e-03	  4.8393e-03	  1.7644e-05	  1.4272e-02	  5.4326e-03	  0.0000e+00	  4.9861e-06	  1.1240e-03	  5.4117e-05	  8.2550e-05	  4.4832e-05	  7.4266e+00	  9.5065e-01	
  6.4037e+03	  2.5962e-03	  0.0000e+00	  1.7396e-07	  9.5469e-04	  1.9033e-03	  4.8389e-03	  1.7709e-05	  1.4273e-02	  5.4326e-03	  0.0000e+00	  4.9854e-06	  1.1240e-03	  5.4137e-05	  8.2569e-05	  4.4847e-05	  7.4266e+00	  9.5065e-01	
  6.4061e+03	  2.5957e-03	  0.0000e+00	  1.7321e-07	  9.5504e-04	  1.9029e-03	  4.8385e-03	  1.7775e-05	  1.4274e-02	  5.4326e-03	  0.0000e+00	  4.9846e-06	  1.1240e-03	  5.4157e-05	  8.2587e-05	  4.4863e-05	  7.4267e+00	  9.5064e-01	
  6.4085e+03	  2.5951e-03	  0.0000e+00	  1.7248e-07	  9.5538e-04	  1.9025e-03	  4.8382e-03	  1.7841e-05	  1.4275e-02	  5.4326e-03	  0.0000e+00	  4.9839e-06	  1.1240e-03	  5.4177e-05	  8.2606e-05	  4.4878e-05	  7.4267e+00	  9.5063e-01	
  6.4109e+03	  2.5945e-03	  0.0000e+00	  1.7174e-07	  9.5573e-04	  1.9021e-03	  4.8378e-03	  1.7907e-05	  1.4276e-02	  5.4326e-03	  0.0000e+00	  4.9832e-06	  1.1240e-03	  5.4197e-05	  8.2624e-05	  4.4894e-05	  7.4268e+00	  9.5062e-01	
  6.4133e+03	  2.5939e-03	  0.0000e+00	  1.7101e-07	  9.5608e-04	  1.9017e-03	  4.8374e-03	  1.7973e-05	  1.4277e-02	  5.4326e-03	  0.0000e+00	  4.9825e-06	  1.1240e-03	  5.4218e-05	  8.2643e-05	  4.4909e-05	  7.4268e+00	  9.5061e-01	
  6.4157e+03	  2.5933e-03	  0.0000e+00	  1.7028e-07	  9.5642e-04	  1.9014e-03	  4.8370e-03	  1.8039e-05	  1.4278e-02	  5.4326e-03	  0.0000e+00	  4.9817e-06	  1.1240e-03	  5.4238e-05	  8.2662e-05	  4.4924e-05	  7.4269e+00	  9.5061e-01	
  6.4181e+03	  2.5928e-03	  0.0000e+00	  1.6956e-07	  9.5677e-04	  1.9010e-03	  4.8366e-03	  1.8106e-05	  1.4279e-02	  5.4326e-03	  0.0000e+00	  4.9810e-06	  1.1240e-03	  5.4258e-05	  8.2680e-05	  4.4940e-05	  7.4269e+00	  9.5060e-01	
  6.4206e+03	  2.5922e-03	  0.0000e+00	  1.6884e-07	  9.5711e-04	  1.9006e-03	  4.8362e-03	  1.8173e-05	  1.4280e-02	  5.4326e-03	  0.0000e+00	  4.9803e-06	  1.1240e-03	  5.4278e-05	  8.2699e-05	  4.4955e-05	  7.4270e+00	  9.5059e-01	
  6.4230e+03	  2.5916e-03	  0.0000e+00	  1.6812e-07	  9.5746e-04	  1.9002e-03	  4.8358e-03	  1.8240e-05	  1.4281e-02	  5.4326e-03	  0.0000e+00	  4.9796e-06	  1.1240e-03	  5.4299e-05	  8.2718e-05	  4.4971e-05	  7.4270e+00	  9.5058e-01	
  6.4254e+03	  2.5910e-03	  0.0000e+00	  1.6741e-07	  9.5780e-04	  1.8998e-03	  4.8354e-03	  1.8307e-05	  1.4282e-02	  5.4326e-03	  0.0000e+00	  4.9788e-06	  1.1240e-03	  5.4319e-05	  8.2736e-05	  4.4986e-05	  7.4271e+00	  9.5057e-01	
  6.4278e+03	  2.5904e-03	  0.0000e+00	  1.6670e-07	  9.5815e-04	  1.8994e-03	  4.8350e-03	  1.8374e-05	  1.4283e-02	  5.4326e-03	  0.0000e+00	  4.9781e-06	  1.1240e-03	  5.4339e-05	  8.2755e-05	  4.5002e-05	  7.4271e+00	  9.5057e-01	
  6.4302e+03	  2.5899e-03	  0.0000e+00	  1.6599e-07	  9.5849e-04	  1.8990e-03	  4.8346e-03	  1.8442e-05	  1.4284e-02	  5.4326e-03	  0.0000e+00	  4.9774e-06	  1.1240e-03	  5.4359e-05	  8.2774e-05	  4.5017e-05	  7.4272e+00	  9.5056e-01	
  6.4326e+03	  2.5893e-03	  0.0000e+00	  1.6528e-07	  9.5883e-04	  1.8986e-03	  4.8342e-03	  1.8509e-05	  1.4285e-02	  5.4326e-03	  0.0000e+00	  4.9767e-06	  1.1240e-03	  5.4379e-05	  8.2792e-05	  4.5033e-05	  7.4272e+00	  9.5055e-01	
  6.4350e+03	  2.5887e-03	  0.0000e+00	  1.6458e-07	  9.5918e-04	  1.8982e-03	  4.8338e-03	  1.8577e-05	  1.4286e-02	  5.4326e-03	  0.0000e+00	  4.9760e-06	  1.1240e-03	  5.4400e-05	  8.2811e-05	  4.5048e-05	  7.4273e+00	  9.5054e-01	
  6.4374e+03	  2.5881e-03	  0.0000e+00	  1.6388e-07	  9.5952e-04	  1.8978e-03	  4.8334e-03	  1.8645e-05	  1.4287e-02	  5.4326e-03	  0.0000e+00	  4.9753e-06	  1.1240e-03	  5.4420e-05	  8.2830e-05	  4.5064e-05	  7.4273e+00	  9.5053e-01	
  6.4398e+03	  2.5875e-03	  0.0000e+00	  1.6319e-07	  9.5987e-04	  1.8974e-03	  4.8330e-03	  1.8713e-05	  1.4288e-02	  5.4326e-03	  0.0000e+00	  4.9745e-06	  1.1241e-03	  5.4440e-05	  8.2848e-05	  4.5079e-05	  7.4274e+00	  9.5053e-01	
  6.4422e+03	  2.5870e-03	  0.0000e+00	  1.6249e-07	  9.6021e-04	  1.8970e-03	  4.8326e-03	  1.8782e-05	  1.4289e-02	  5.4326e-03	  0.0000e+00	  4.9738e-06	  1.1241e-03	  5.4461e-05	  8.2867e-05	  4.5095e-05	  7.4274e+00	  9.5052e-01	
  6.4446e+03	  2.5864e-03	  0.0000e+00	  1.6180e-07	  9.6056e-04	  1.8966e-03	  4.8322e-03	  1.8850e-05	  1.4290e-02	  5.4326e-03	  0.0000e+00	  4.9731e-06	  1.1241e-03	  5.4481e-05	  8.2885e-05	  4.5110e-05	  7.4275e+00	  9.5051e-01	
  6.4470e+03	  2.5858e-03	  0.0000e+00	  1.6112e-07	  9.6090e-04	  1.8962e-03	  4.8318e-03	  1.8919e-05	  1.4291e-02	  5.4326e-03	  0.0000e+00	  4.9724e-06	  1.1241e-03	  5.4501e-05	  8.2904e-05	  4.5126e-05	  7.4275e+00	  9.5050e-01	
  6.4494e+03	  2.5852e-03	  0.0000e+00	  1.6043e-07	  9.6124e-04	  1.8958e-03	  4.8314e-03	  1.8988e-05	  1.4292e-02	  5.4326e-03	  0.0000e+00	  4.9717e-06	  1.1241e-03	  5.4521e-05	  8.2923e-05	  4.5141e-05	  7.4276e+00	  9.5049e-01	
  6.4519e+03	  2.5846e-03	  0.0000e+00	  1.5975e-07	  9.6159e-04	  1.8954e-03	  4.8310e-03	  1.9057e-05	  1.4293e-02	  5.4326e-03	  0.0000e+00	  4.9710e-06	  1.1241e-03	  5.4542e-05	  8.2941e-05	  4.5157e-05	  7.4276e+00	  9.5049e-01	
  6.4543e+03	  2.5841e-03	  0.0000e+00	  1.5908e-07	  9.6193e-04	  1.8951e-03	  4.8306e-03	  1.9127e-05	  1.4294e-02	  5.4326e-03	  0.0000e+00	  4.9703e-06	  1.1241e-03	  5.4562e-05	  8.2960e-05	  4.5173e-05	  7.4277e+00	  9.5048e-01	
  6.4567e+03	  2.5835e-03	  0.0000e+00	  1.5840e-07	  9.6228e-04	  1.8947e-03	  4.8302e-03	  1.9196e-05	  1.4295e-02	  5.4326e-03	  0.0000e+00	  4.9696e-06	  1.1241e-03	  5.4582e-05	  8.2979e-05	  4.5188e-05	  7.4277e+00	  9.5047e-01	
  6.4591e+03	  2.5829e-03	  0.0000e+00	  1.5773e-07	  9.6262e-04	  1.8943e-03	  4.8298e-03	  1.9266e-05	  1.4296e-02	  5.4326e-03	  0.0000e+00	  4.9689e-06	  1.1241e-03	  5.4603e-05	  8.2997e-05	  4.5204e-05	  7.4278e+00	  9.5046e-01	
  6.4615e+03	  2.5823e-03	  0.0000e+00	  1.5706e-07	  9.6296e-04	  1.8939e-03	  4.8294e-03	  1.9336e-05	  1.4297e-02	  5.4326e-03	  0.0000e+00	  4.9682e-06	  1.1241e-03	  5.4623e-05	  8.3016e-05	  4.5219e-05	  7.4278e+00	  9.5045e-01	
  6.4639e+03	  2.5817e-03	  0.0000e+00	  1.5640e-07	  9.6331e-04	  1.8935e-03	  4.8291e-03	  1.9406e-05	  1.4298e-02	  5.4326e-03	  0.0000e+00	  4.9675e-06	  1.1241e-03	  5.4643e-05	  8.3035e-05	  4.5235e-05	  7.4279e+00	  9.5045e-01	
  6.4663e+03	  2.5812e-03	  0.0000e+00	  1.5574e-07	  9.6365e-04	  1.8931e-03	  4.8287e-03	  1.9476e-05	  1.4299e-02	  5.4326e-03	  0.0000e+00	  4.9668e-06	  1.1241e-03	  5.4664e-05	  8.3053e-05	  4.5251e-05	  7.4279e+00	  9.5044e-01	
