          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.7267e+00	  2.5260e-02	  7.3472e-04	  3.4426e-03	  3.9960e-03	  7.1160e-05	  3.2494e-02	  2.3325e-03	  5.2266e-04	  6.4683e-04	  8.7101e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7238e+00	  2.5323e-02	  7.3638e-04	  3.4591e-03	  4.0150e-03	  7.1092e-05	  3.2606e-02	  2.3448e-03	  5.2373e-04	  6.5381e-04	  8.7379e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7210e+00	  2.5383e-02	  7.3798e-04	  3.4751e-03	  4.0333e-03	  7.1027e-05	  3.2715e-02	  2.3568e-03	  5.2476e-04	  6.6053e-04	  8.7647e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7183e+00	  2.5441e-02	  7.3952e-04	  3.4905e-03	  4.0510e-03	  7.0965e-05	  3.2820e-02	  2.3683e-03	  5.2575e-04	  6.6702e-04	  8.7905e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7156e+00	  2.5497e-02	  7.4101e-04	  3.5053e-03	  4.0681e-03	  7.0906e-05	  3.2921e-02	  2.3794e-03	  5.2671e-04	  6.7327e-04	  8.8155e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7131e+00	  2.5551e-02	  7.4245e-04	  3.5197e-03	  4.0847e-03	  7.0849e-05	  3.3019e-02	  2.3901e-03	  5.2764e-04	  6.7930e-04	  8.8395e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7106e+00	  2.5603e-02	  7.4383e-04	  3.5336e-03	  4.1006e-03	  7.0794e-05	  3.3113e-02	  2.4004e-03	  5.2853e-04	  6.8512e-04	  8.8627e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7083e+00	  2.5653e-02	  7.4516e-04	  3.5470e-03	  4.1160e-03	  7.0741e-05	  3.3204e-02	  2.4104e-03	  5.2938e-04	  6.9073e-04	  8.8851e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7060e+00	  2.5701e-02	  7.4645e-04	  3.5599e-03	  4.1309e-03	  7.0691e-05	  3.3292e-02	  2.4200e-03	  5.3021e-04	  6.9615e-04	  8.9067e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7038e+00	  2.5748e-02	  7.4769e-04	  3.5724e-03	  4.1453e-03	  7.0643e-05	  3.3377e-02	  2.4293e-03	  5.3101e-04	  7.0137e-04	  8.9276e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7017e+00	  2.5793e-02	  7.4888e-04	  3.5845e-03	  4.1592e-03	  7.0596e-05	  3.3459e-02	  2.4382e-03	  5.3177e-04	  7.0640e-04	  8.9477e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6997e+00	  2.5836e-02	  7.5004e-04	  3.5961e-03	  4.1726e-03	  7.0552e-05	  3.3538e-02	  2.4468e-03	  5.3251e-04	  7.1126e-04	  8.9671e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6977e+00	  2.5878e-02	  7.5115e-04	  3.6074e-03	  4.1855e-03	  7.0509e-05	  3.3614e-02	  2.4552e-03	  5.3323e-04	  7.1595e-04	  8.9858e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6958e+00	  2.5919e-02	  7.5222e-04	  3.6183e-03	  4.1980e-03	  7.0468e-05	  3.3688e-02	  2.4632e-03	  5.3392e-04	  7.2047e-04	  9.0039e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6940e+00	  2.5958e-02	  7.5326e-04	  3.6288e-03	  4.2101e-03	  7.0428e-05	  3.3759e-02	  2.4709e-03	  5.3458e-04	  7.2484e-04	  9.0213e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6922e+00	  2.5995e-02	  7.5426e-04	  3.6389e-03	  4.2218e-03	  7.0390e-05	  3.3828e-02	  2.4784e-03	  5.3522e-04	  7.2905e-04	  9.0382e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6905e+00	  2.6032e-02	  7.5522e-04	  3.6487e-03	  4.2331e-03	  7.0354e-05	  3.3894e-02	  2.4856e-03	  5.3584e-04	  7.3311e-04	  9.0544e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6889e+00	  2.6067e-02	  7.5615e-04	  3.6582e-03	  4.2439e-03	  7.0319e-05	  3.3958e-02	  2.4926e-03	  5.3643e-04	  7.3703e-04	  9.0701e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6873e+00	  2.6101e-02	  7.5704e-04	  3.6673e-03	  4.2545e-03	  7.0285e-05	  3.4020e-02	  2.4993e-03	  5.3700e-04	  7.4081e-04	  9.0852e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6858e+00	  2.6133e-02	  7.5791e-04	  3.6762e-03	  4.2646e-03	  7.0252e-05	  3.4079e-02	  2.5058e-03	  5.3756e-04	  7.4446e-04	  9.0998e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
