          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.6644e+00	  7.1821e-03	  4.9786e-04	  1.1435e-02	  2.5570e-03	  7.2823e-06	  2.4414e-02	  2.1492e-03	  6.2264e-04	  1.0967e-03	  7.0747e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5345e-01	  1.2003e-01	  0.0000e+00	
  6.6633e+00	  7.2033e-03	  4.9888e-04	  1.1483e-02	  2.5679e-03	  7.2905e-06	  2.4540e-02	  2.1619e-03	  6.2380e-04	  1.1035e-03	  7.1045e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5349e-01	  1.1997e-01	  0.0000e+00	
  6.6622e+00	  7.2238e-03	  4.9987e-04	  1.1530e-02	  2.5784e-03	  7.2985e-06	  2.4661e-02	  2.1741e-03	  6.2492e-04	  1.1101e-03	  7.1332e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5353e-01	  1.1991e-01	  0.0000e+00	
  6.6611e+00	  7.2436e-03	  5.0082e-04	  1.1575e-02	  2.5885e-03	  7.3062e-06	  2.4777e-02	  2.1860e-03	  6.2600e-04	  1.1165e-03	  7.1608e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5356e-01	  1.1986e-01	  0.0000e+00	
  6.6601e+00	  7.2627e-03	  5.0173e-04	  1.1619e-02	  2.5983e-03	  7.3137e-06	  2.4890e-02	  2.1974e-03	  6.2704e-04	  1.1226e-03	  7.1875e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5360e-01	  1.1980e-01	  0.0000e+00	
  6.6592e+00	  7.2812e-03	  5.0262e-04	  1.1660e-02	  2.6077e-03	  7.3210e-06	  2.4998e-02	  2.2084e-03	  6.2805e-04	  1.1286e-03	  7.2133e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5363e-01	  1.1975e-01	  0.0000e+00	
  6.6582e+00	  7.2990e-03	  5.0347e-04	  1.1701e-02	  2.6168e-03	  7.3280e-06	  2.5103e-02	  2.2190e-03	  6.2901e-04	  1.1343e-03	  7.2381e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5367e-01	  1.1970e-01	  0.0000e+00	
  6.6573e+00	  7.3162e-03	  5.0429e-04	  1.1740e-02	  2.6256e-03	  7.3349e-06	  2.5204e-02	  2.2292e-03	  6.2994e-04	  1.1398e-03	  7.2620e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5370e-01	  1.1965e-01	  0.0000e+00	
  6.6564e+00	  7.3327e-03	  5.0508e-04	  1.1778e-02	  2.6341e-03	  7.3415e-06	  2.5302e-02	  2.2391e-03	  6.3084e-04	  1.1451e-03	  7.2851e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5373e-01	  1.1960e-01	  0.0000e+00	
  6.6556e+00	  7.3488e-03	  5.0584e-04	  1.1814e-02	  2.6423e-03	  7.3479e-06	  2.5396e-02	  2.2486e-03	  6.3170e-04	  1.1503e-03	  7.3074e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5376e-01	  1.1956e-01	  0.0000e+00	
  6.6548e+00	  7.3642e-03	  5.0658e-04	  1.1849e-02	  2.6502e-03	  7.3542e-06	  2.5486e-02	  2.2578e-03	  6.3253e-04	  1.1552e-03	  7.3289e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5379e-01	  1.1952e-01	  0.0000e+00	
  6.6540e+00	  7.3792e-03	  5.0728e-04	  1.1883e-02	  2.6578e-03	  7.3602e-06	  2.5574e-02	  2.2667e-03	  6.3334e-04	  1.1600e-03	  7.3497e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5382e-01	  1.1947e-01	  0.0000e+00	
  6.6533e+00	  7.3936e-03	  5.0797e-04	  1.1916e-02	  2.6652e-03	  7.3660e-06	  2.5659e-02	  2.2752e-03	  6.3411e-04	  1.1646e-03	  7.3697e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5384e-01	  1.1943e-01	  0.0000e+00	
  6.6525e+00	  7.4075e-03	  5.0863e-04	  1.1948e-02	  2.6723e-03	  7.3717e-06	  2.5740e-02	  2.2835e-03	  6.3486e-04	  1.1691e-03	  7.3890e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5387e-01	  1.1939e-01	  0.0000e+00	
  6.6518e+00	  7.4209e-03	  5.0926e-04	  1.1978e-02	  2.6792e-03	  7.3772e-06	  2.5819e-02	  2.2915e-03	  6.3558e-04	  1.1734e-03	  7.4076e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5389e-01	  1.1936e-01	  0.0000e+00	
  6.6512e+00	  7.4339e-03	  5.0988e-04	  1.2008e-02	  2.6858e-03	  7.3825e-06	  2.5895e-02	  2.2992e-03	  6.3627e-04	  1.1776e-03	  7.4256e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5392e-01	  1.1932e-01	  0.0000e+00	
  6.6505e+00	  7.4464e-03	  5.1047e-04	  1.2036e-02	  2.6923e-03	  7.3876e-06	  2.5969e-02	  2.3066e-03	  6.3694e-04	  1.1816e-03	  7.4430e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5394e-01	  1.1929e-01	  0.0000e+00	
  6.6499e+00	  7.4585e-03	  5.1104e-04	  1.2064e-02	  2.6984e-03	  7.3926e-06	  2.6039e-02	  2.3137e-03	  6.3758e-04	  1.1854e-03	  7.4597e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5396e-01	  1.1925e-01	  0.0000e+00	
  6.6493e+00	  7.4702e-03	  5.1159e-04	  1.2090e-02	  2.7044e-03	  7.3974e-06	  2.6108e-02	  2.3206e-03	  6.3820e-04	  1.1892e-03	  7.4759e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5399e-01	  1.1922e-01	  0.0000e+00	
  6.6487e+00	  7.4815e-03	  5.1212e-04	  1.2116e-02	  2.7102e-03	  7.4021e-06	  2.6174e-02	  2.3273e-03	  6.3880e-04	  1.1928e-03	  7.4914e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5401e-01	  1.1919e-01	  0.0000e+00	
  6.6482e+00	  7.4923e-03	  5.1263e-04	  1.2140e-02	  2.7157e-03	  7.4066e-06	  2.6237e-02	  2.3337e-03	  6.3938e-04	  1.1963e-03	  7.5065e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5403e-01	  1.1916e-01	  0.0000e+00	
  6.6476e+00	  7.5028e-03	  5.1313e-04	  1.2164e-02	  2.7211e-03	  7.4110e-06	  2.6299e-02	  2.3400e-03	  6.3994e-04	  1.1996e-03	  7.5210e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5405e-01	  1.1913e-01	  0.0000e+00	
  6.6471e+00	  7.5130e-03	  5.1360e-04	  1.2187e-02	  2.7263e-03	  7.4152e-06	  2.6358e-02	  2.3460e-03	  6.4048e-04	  1.2029e-03	  7.5350e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5406e-01	  1.1910e-01	  0.0000e+00	
  6.6466e+00	  7.5228e-03	  5.1406e-04	  1.2209e-02	  2.7313e-03	  7.4193e-06	  2.6416e-02	  2.3517e-03	  6.4099e-04	  1.2060e-03	  7.5485e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5408e-01	  1.1908e-01	  0.0000e+00	
  6.6461e+00	  7.5322e-03	  5.1451e-04	  1.2231e-02	  2.7361e-03	  7.4233e-06	  2.6471e-02	  2.3573e-03	  6.4149e-04	  1.2090e-03	  7.5616e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5410e-01	  1.1905e-01	  0.0000e+00	
  6.6457e+00	  7.5414e-03	  5.1494e-04	  1.2252e-02	  2.7408e-03	  7.4271e-06	  2.6524e-02	  2.3627e-03	  6.4198e-04	  1.2119e-03	  7.5742e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5412e-01	  1.1903e-01	  0.0000e+00	
  6.6452e+00	  7.5502e-03	  5.1535e-04	  1.2272e-02	  2.7453e-03	  7.4308e-06	  2.6576e-02	  2.3679e-03	  6.4244e-04	  1.2148e-03	  7.5863e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5413e-01	  1.1900e-01	  0.0000e+00	
  6.6448e+00	  7.5587e-03	  5.1575e-04	  1.2291e-02	  2.7497e-03	  7.4344e-06	  2.6625e-02	  2.3729e-03	  6.4289e-04	  1.2175e-03	  7.5981e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5415e-01	  1.1898e-01	  0.0000e+00	
  6.6443e+00	  7.5669e-03	  5.1613e-04	  1.2310e-02	  2.7539e-03	  7.4379e-06	  2.6673e-02	  2.3778e-03	  6.4332e-04	  1.2201e-03	  7.6094e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5416e-01	  1.1896e-01	  0.0000e+00	
  6.6439e+00	  7.5748e-03	  5.1650e-04	  1.2328e-02	  2.7579e-03	  7.4413e-06	  2.6720e-02	  2.3825e-03	  6.4374e-04	  1.2227e-03	  7.6203e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5418e-01	  1.1894e-01	  0.0000e+00	
