          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.0323e+00	  9.1727e-03	  5.8280e-04	  1.6085e-02	  3.5114e-03	  1.2962e-06	  3.5202e-02	  3.2337e-03	  7.1682e-04	  1.6010e-03	  9.6498e+03	  0.0000e+00	  1.4999e-01	  2.9177e-03	
  7.0317e+00	  9.1794e-03	  5.8308e-04	  1.6100e-02	  3.5147e-03	  1.2980e-06	  3.5239e-02	  3.2374e-03	  7.1711e-04	  1.6025e-03	  9.6584e+03	  0.0000e+00	  1.4999e-01	  2.9276e-03	
  7.0311e+00	  9.1859e-03	  5.8334e-04	  1.6114e-02	  3.5179e-03	  1.2999e-06	  3.5275e-02	  3.2410e-03	  7.1740e-04	  1.6040e-03	  9.6666e+03	  0.0000e+00	  1.4999e-01	  2.9372e-03	
  7.0306e+00	  9.1921e-03	  5.8360e-04	  1.6128e-02	  3.5210e-03	  1.3016e-06	  3.5309e-02	  3.2444e-03	  7.1767e-04	  1.6055e-03	  9.6746e+03	  0.0000e+00	  1.4999e-01	  2.9464e-03	
  7.0300e+00	  9.1981e-03	  5.8385e-04	  1.6142e-02	  3.5239e-03	  1.3033e-06	  3.5343e-02	  3.2477e-03	  7.1793e-04	  1.6069e-03	  9.6823e+03	  0.0000e+00	  1.4999e-01	  2.9553e-03	
  7.0295e+00	  9.2039e-03	  5.8409e-04	  1.6155e-02	  3.5268e-03	  1.3050e-06	  3.5375e-02	  3.2510e-03	  7.1819e-04	  1.6082e-03	  9.6897e+03	  0.0000e+00	  1.4999e-01	  2.9638e-03	
  7.0290e+00	  9.2095e-03	  5.8432e-04	  1.6167e-02	  3.5295e-03	  1.3066e-06	  3.5406e-02	  3.2541e-03	  7.1843e-04	  1.6095e-03	  9.6969e+03	  0.0000e+00	  1.4999e-01	  2.9721e-03	
  7.0285e+00	  9.2149e-03	  5.8454e-04	  1.6180e-02	  3.5322e-03	  1.3081e-06	  3.5436e-02	  3.2571e-03	  7.1867e-04	  1.6108e-03	  9.7038e+03	  0.0000e+00	  1.4999e-01	  2.9800e-03	
  7.0281e+00	  9.2202e-03	  5.8476e-04	  1.6191e-02	  3.5348e-03	  1.3096e-06	  3.5465e-02	  3.2600e-03	  7.1890e-04	  1.6120e-03	  9.7105e+03	  0.0000e+00	  1.4999e-01	  2.9876e-03	
  7.0276e+00	  9.2252e-03	  5.8497e-04	  1.6203e-02	  3.5373e-03	  1.3110e-06	  3.5493e-02	  3.2628e-03	  7.1912e-04	  1.6132e-03	  9.7169e+03	  0.0000e+00	  1.4999e-01	  2.9950e-03	
  7.0272e+00	  9.2301e-03	  5.8517e-04	  1.6214e-02	  3.5397e-03	  1.3124e-06	  3.5520e-02	  3.2655e-03	  7.1933e-04	  1.6144e-03	  9.7231e+03	  0.0000e+00	  1.4999e-01	  3.0021e-03	
