          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  6.9438e+00	  9.3064e-03	  5.6468e-04	  1.5081e-02	  3.3073e-03	  1.8837e-06	  3.1973e-02	  2.8751e-03	  6.9115e-04	  2.1099e-03	  9.0344e+03	  0.0000e+00	  1.4997e-01	  7.9415e-02	
  6.9428e+00	  9.3167e-03	  5.6506e-04	  1.5101e-02	  3.3117e-03	  1.8888e-06	  3.2022e-02	  2.8800e-03	  6.9154e-04	  2.1137e-03	  9.0460e+03	  0.0000e+00	  1.4997e-01	  7.9376e-02	
  6.9418e+00	  9.3266e-03	  5.6542e-04	  1.5120e-02	  3.3160e-03	  1.8936e-06	  3.2070e-02	  2.8848e-03	  6.9191e-04	  2.1174e-03	  9.0571e+03	  0.0000e+00	  1.4997e-01	  7.9340e-02	
  6.9409e+00	  9.3361e-03	  5.6577e-04	  1.5139e-02	  3.3200e-03	  1.8983e-06	  3.2115e-02	  2.8894e-03	  6.9228e-04	  2.1210e-03	  9.0679e+03	  0.0000e+00	  1.4997e-01	  7.9304e-02	
  6.9400e+00	  9.3453e-03	  5.6611e-04	  1.5156e-02	  3.3240e-03	  1.9029e-06	  3.2160e-02	  2.8938e-03	  6.9263e-04	  2.1244e-03	  9.0783e+03	  0.0000e+00	  1.4997e-01	  7.9269e-02	
  6.9392e+00	  9.3542e-03	  5.6644e-04	  1.5174e-02	  3.3278e-03	  1.9072e-06	  3.2202e-02	  2.8980e-03	  6.9297e-04	  2.1278e-03	  9.0883e+03	  0.0000e+00	  1.4997e-01	  7.9236e-02	
  6.9384e+00	  9.3628e-03	  5.6676e-04	  1.5190e-02	  3.3315e-03	  1.9115e-06	  3.2243e-02	  2.9022e-03	  6.9330e-04	  2.1310e-03	  9.0980e+03	  0.0000e+00	  1.4997e-01	  7.9204e-02	
  6.9376e+00	  9.3711e-03	  5.6706e-04	  1.5206e-02	  3.3351e-03	  1.9156e-06	  3.2283e-02	  2.9061e-03	  6.9361e-04	  2.1341e-03	  9.1074e+03	  0.0000e+00	  1.4997e-01	  7.9172e-02	
  6.9368e+00	  9.3791e-03	  5.6735e-04	  1.5222e-02	  3.3385e-03	  1.9196e-06	  3.2321e-02	  2.9100e-03	  6.9392e-04	  2.1371e-03	  9.1164e+03	  0.0000e+00	  1.4997e-01	  7.9142e-02	
  6.9361e+00	  9.3869e-03	  5.6764e-04	  1.5237e-02	  3.3418e-03	  1.9234e-06	  3.2358e-02	  2.9137e-03	  6.9421e-04	  2.1400e-03	  9.1252e+03	  0.0000e+00	  1.4997e-01	  7.9113e-02	
